Date,Mon., Tues., Wed.,Thurs.,Fri.,Sat.,Sun.
1996-01-01,0.1294534676712527,-0.02383634358428084,1.121460020835504,1.6982859852257248,-0.5985056251367239,1.0422210843866826,-0.7264117202646514
1996-01-02,-0.09402129230119143,-0.7279420702560828,0.6986412012485348,-1.1980404359933952,1.9275047324223136,1.1474449473143777,-1.1341031595378197
1996-01-03,-0.5608571351508096,0.14522242685232145,-0.990201611415792,1.2002136997510817,0.7173390862119097,1.1170947373691023,-1.7935647612236036
1996-01-04,-0.16975472415029536,-0.6773909596947415,-1.5335191819046443,-0.343476659350432,-0.10970521552989118,1.0382355206445926,-0.7990876187000874
1996-01-05,1.344704699869556,-1.8172612573262594,0.46099088664189025,-0.8396333941846392,0.26581407038793403,0.4776593460380404,0.6363831358924783
1996-01-06,-0.35444517232156764,-0.06518161183302766,-1.244962694509173,-0.5597317072308905,0.042361777562376704,-0.30371226186226863,0.06763238941268822
1996-01-07,1.4609224069936557,0.16441228805589897,0.8839604888937351,-0.83364150577192,0.001581832455478741,1.1384694806954567,0.5616182754844916
1996-01-08,1.1618409736864355,-0.7983254139230043,-1.3004516350170388,0.04827052586646369,0.0886920632667024,-0.4153310385448882,-0.9926194384517943
1996-01-09,-1.5970442245316532,1.1204628443426712,-0.10960510887108182,-1.2649348512715972,0.9649548753845069,0.8714629132196233,1.0929130361123276
1996-01-10,0.18012680267805745,0.6054401300700952,0.4359166277470913,0.34137554158896555,-0.3572345586855242,0.8375727048335172,1.2374103199662325
1996-01-11,0.8937630621533107,-0.6398621902083196,-0.14580079048947972,-0.6580950665485177,-1.3127024681857427,-0.4518592251817486,0.09609222574575567
1996-01-12,1.5442529330476427,0.8031559191271149,2.5947614025280643,0.9660989000861425,-1.0760653724800846,0.14202778151209638,-1.0949839394619638
1996-01-13,-1.2703343732814367,-0.6479295604340408,0.12045154473904619,-1.0877575966769597,1.891253172599679,-1.7421711025626985,0.8519748143832322
1996-01-14,-0.4193830076181347,-0.7714876479463216,-0.4642301835243912,-0.5174018252281805,0.7806493224965617,0.2942275056176641,-0.6537844757529723
1996-01-15,-0.06694345525805113,0.9474830671309461,0.050633838589700886,-1.3161871598718198,0.06507431997977933,-1.1978802432768845,-0.7041023937899894
1996-01-16,1.6351258149986405,-0.08039069233783094,2.0534781598423217,-0.6355862548051006,-0.4170642317102442,-2.2575219777761286,-0.07474819526652518
